timestamp,city,aqi,pm2_5,pm10,no2,so2,co,ozone,temperature,humidity,wind_speed,rainfall,traffic_index
2026-06-15 08:59:41,Vijayawada,141,85.5,117.7,29.7,8.8,1.15,35.0,34.8,52.9,7.9,0.0,1.6
2026-06-15 09:59:41,Vijayawada,114,63.9,99.9,38.9,9.7,1.21,30.8,34.1,36.5,7.0,0.0,1.6
2026-06-15 10:59:41,Vijayawada,162,101.3,145.9,35.5,10.6,1.13,34.3,32.3,42.9,4.3,0.0,1.6
2026-06-15 11:59:41,Vijayawada,122,71.5,107.3,28.0,13.7,0.74,24.8,31.5,40.1,9.0,0.0,1.0
2026-06-15 12:59:41,Vijayawada,96,51.2,84.5,32.6,8.8,0.58,30.0,34.4,50.6,10.1,0.0,1.0
2026-06-15 13:59:41,Vijayawada,85,50.4,72.8,27.2,14.9,1.13,27.1,32.3,34.4,11.3,0.0,1.0
2026-06-15 14:59:41,Vijayawada,121,73.2,93.7,30.8,13.1,1.11,23.6,32.6,43.7,6.8,0.0,1.0
2026-06-15 15:59:41,Vijayawada,100,64.4,86.3,25.1,13.6,0.86,31.7,30.4,48.8,8.6,0.0,1.0
2026-06-15 16:59:41,Vijayawada,117,66.6,91.0,23.3,14.2,0.95,25.9,29.5,54.1,9.3,0.0,1.0
2026-06-15 17:59:41,Vijayawada,150,90.1,142.4,32.6,15.2,1.29,23.9,26.7,60.3,7.3,0.0,1.6
2026-06-15 18:59:41,Vijayawada,111,64.4,109.5,30.6,14.0,1.26,22.2,24.8,60.5,6.8,0.0,1.6
2026-06-15 19:59:41,Vijayawada,129,75.9,122.5,36.0,8.8,1.34,17.8,22.9,60.7,5.8,0.0,1.6
2026-06-15 20:59:41,Vijayawada,157,91.8,136.0,38.3,8.7,1.23,18.8,20.2,67.6,6.1,0.0,1.6
2026-06-15 21:59:41,Vijayawada,95,53.6,85.1,30.8,12.7,0.98,13.0,20.6,73.3,8.0,0.0,1.0
2026-06-15 22:59:41,Vijayawada,112,72.1,104.6,27.2,12.2,1.05,14.3,18.7,80.8,7.2,0.0,1.0
2026-06-15 23:59:41,Vijayawada,111,66.0,107.7,22.6,9.5,0.98,4.8,20.5,75.5,9.7,0.0,1.0
2026-06-16 00:59:41,Vijayawada,115,71.9,111.3,29.2,11.3,1.05,11.5,16.2,76.2,8.3,0.0,1.0
2026-06-16 01:59:41,Vijayawada,111,54.3,92.7,26.7,14.9,0.89,7.4,16.6,70.8,10.7,0.14,1.0
2026-06-16 02:59:41,Vijayawada,88,55.5,87.7,31.6,10.9,0.93,6.7,18.1,75.1,9.2,0.0,1.0
2026-06-16 03:59:41,Vijayawada,108,69.9,98.5,23.9,8.2,0.87,17.6,21.7,74.7,10.4,0.0,1.0
2026-06-16 04:59:41,Vijayawada,82,56.4,80.9,26.6,10.8,1.05,17.4,23.1,65.2,9.4,0.0,1.0
2026-06-16 05:59:41,Vijayawada,113,67.8,104.9,30.4,9.9,0.76,22.0,25.4,58.3,4.6,0.0,1.0
2026-06-16 06:59:41,Vijayawada,143,84.2,125.1,25.6,8.3,0.85,14.7,23.6,57.4,5.9,0.0,1.0
2026-06-16 07:59:41,Vijayawada,93,55.3,84.0,28.5,8.7,1.02,22.4,26.9,49.6,6.9,0.0,1.0
2026-06-16 08:59:41,Vijayawada,130,71.9,136.0,33.3,11.0,1.36,24.5,28.7,53.1,7.1,0.0,1.6
2026-06-16 09:59:41,Vijayawada,149,97.0,114.4,31.8,11.0,1.11,27.2,31.5,47.4,11.8,0.0,1.6
2026-06-16 10:59:41,Vijayawada,125,75.0,131.5,37.2,14.0,1.1,27.2,30.3,51.1,7.4,0.0,1.6
2026-06-16 11:59:41,Vijayawada,136,81.7,123.4,25.9,9.2,0.88,27.0,31.4,33.8,9.9,0.0,1.0
2026-06-16 12:59:41,Vijayawada,74,47.8,69.7,26.7,14.9,0.84,33.9,32.3,37.0,6.3,0.0,1.0
2026-06-16 13:59:41,Vijayawada,121,77.3,102.8,25.3,11.4,0.8,26.2,33.5,35.8,8.2,0.0,1.0
2026-06-16 14:59:41,Vijayawada,95,58.3,107.8,22.2,8.4,0.81,29.0,32.0,44.0,6.2,0.0,1.0
2026-06-16 15:59:41,Vijayawada,91,51.0,101.4,21.7,15.4,0.8,32.2,32.2,43.0,9.7,0.0,1.0
2026-06-16 16:59:41,Vijayawada,108,65.4,92.4,28.8,9.3,0.94,23.0,28.1,50.4,7.7,0.0,1.0
2026-06-16 17:59:41,Vijayawada,133,78.5,130.1,32.2,10.4,0.98,23.8,27.5,65.2,7.3,0.0,1.6
2026-06-16 18:59:41,Vijayawada,154,92.9,131.5,35.1,15.5,1.05,28.3,27.5,61.6,5.2,0.0,1.6
2026-06-16 19:59:41,Vijayawada,172,100.8,158.0,30.9,14.0,1.12,17.9,23.4,63.1,6.9,0.0,1.6
2026-06-16 20:59:41,Vijayawada,158,92.6,138.8,32.5,13.8,1.29,18.3,20.3,72.4,6.3,0.0,1.6
2026-06-16 21:59:41,Vijayawada,93,56.7,90.4,24.3,15.6,0.67,13.6,20.0,83.5,6.5,0.0,1.0
2026-06-16 22:59:41,Vijayawada,156,96.6,142.1,28.3,9.2,1.09,12.5,16.4,89.5,8.3,0.0,1.0
2026-06-16 23:59:41,Vijayawada,150,92.6,130.3,26.6,10.7,0.8,5.4,19.7,76.8,6.0,0.0,1.0
2026-06-17 00:59:41,Vijayawada,94,48.9,82.5,23.6,9.4,0.89,2.0,18.2,80.4,5.4,0.0,1.0
2026-06-17 01:59:41,Vijayawada,93,58.4,77.3,26.5,16.0,1.16,8.5,17.2,78.2,9.4,0.0,1.0
2026-06-17 02:59:41,Vijayawada,107,77.0,87.4,31.2,11.5,0.63,14.6,18.1,77.2,8.4,0.0,1.0
2026-06-17 03:59:41,Vijayawada,109,68.0,104.8,23.0,11.3,0.99,11.9,16.2,72.4,7.3,0.0,1.0
2026-06-17 04:59:41,Vijayawada,118,69.0,104.4,29.4,14.8,0.81,14.2,22.1,64.4,7.0,0.0,1.0
2026-06-17 05:59:41,Vijayawada,83,58.6,64.8,24.6,11.0,0.74,21.9,24.7,59.8,9.2,0.0,1.0
2026-06-17 06:59:41,Vijayawada,140,88.9,125.8,26.0,8.2,1.03,18.4,23.1,68.8,3.8,0.0,1.0
2026-06-17 07:59:41,Vijayawada,89,53.9,67.1,28.7,12.4,1.0,21.1,24.5,48.1,9.5,0.0,1.0
2026-06-17 08:59:41,Vijayawada,151,89.8,142.4,35.4,8.4,0.96,28.6,29.4,54.9,8.9,0.0,1.6
2026-06-17 09:59:41,Vijayawada,119,67.4,117.8,31.5,10.4,1.11,37.4,29.6,46.8,4.1,0.0,1.6
2026-06-17 10:59:41,Vijayawada,152,94.2,124.6,34.2,12.8,1.13,36.1,32.7,43.6,3.9,0.0,1.6
2026-06-17 11:59:41,Vijayawada,82,47.2,77.8,28.6,13.6,0.96,23.7,31.7,40.5,11.5,0.0,1.0
2026-06-17 12:59:41,Vijayawada,119,76.7,108.1,29.5,13.3,0.96,33.7,31.9,38.8,7.9,0.0,1.0
2026-06-17 13:59:41,Vijayawada,126,76.3,117.0,26.4,15.8,0.9,35.4,33.4,40.3,4.7,0.0,1.0
2026-06-17 14:59:41,Vijayawada,100,53.0,94.0,23.9,13.8,1.03,29.7,32.0,42.8,9.9,0.0,1.0
2026-06-17 15:59:41,Vijayawada,122,74.6,99.0,28.8,8.2,0.91,31.8,30.0,53.1,8.4,0.0,1.0
2026-06-17 16:59:41,Vijayawada,99,51.0,75.0,24.4,8.9,0.98,19.5,28.2,57.0,12.6,0.0,1.0
2026-06-17 17:59:41,Vijayawada,113,61.8,93.1,36.2,15.6,1.3,20.2,25.7,49.8,4.1,0.0,1.6
2026-06-17 18:59:41,Vijayawada,160,104.1,131.4,34.4,9.4,1.14,17.7,24.9,63.4,3.4,0.19,1.6
2026-06-17 19:59:41,Vijayawada,128,78.5,112.2,32.1,12.3,1.13,21.7,22.0,71.1,8.4,0.0,1.6
2026-06-17 20:59:41,Vijayawada,149,94.8,127.3,34.5,11.3,1.06,15.1,23.7,66.9,4.8,0.0,1.6
2026-06-17 21:59:41,Vijayawada,114,51.0,95.6,30.6,10.8,0.93,14.2,19.3,83.1,7.0,0.0,1.0
2026-06-17 22:59:41,Vijayawada,125,77.1,115.7,29.1,14.7,1.01,18.4,20.8,80.2,7.3,0.0,1.0
2026-06-17 23:59:41,Vijayawada,113,64.4,105.7,28.3,12.1,0.94,12.3,19.3,82.6,7.7,0.0,1.0
2026-06-18 00:59:41,Vijayawada,131,79.7,120.0,25.8,12.3,0.89,9.2,17.1,73.2,9.5,0.0,1.0
2026-06-18 01:59:41,Vijayawada,114,66.6,104.0,21.6,13.0,1.0,7.5,18.2,80.3,7.1,0.0,1.0
2026-06-18 02:59:41,Vijayawada,85,49.0,66.7,26.5,14.4,0.8,13.3,18.6,85.1,7.9,0.0,1.0
2026-06-18 03:59:41,Vijayawada,110,60.3,98.1,28.9,13.1,0.75,9.3,19.7,71.3,5.4,0.44,1.0
2026-06-18 04:59:41,Vijayawada,116,70.0,102.6,29.9,11.8,0.87,15.3,20.9,71.2,7.5,0.0,1.0
2026-06-18 05:59:41,Vijayawada,95,58.6,95.5,28.5,11.9,0.83,25.1,23.6,68.0,8.9,0.0,1.0
2026-06-18 06:59:41,Vijayawada,99,56.2,97.1,26.2,8.6,0.9,18.1,24.9,52.8,8.3,0.0,1.0
2026-06-18 07:59:41,Vijayawada,114,70.8,102.4,25.3,8.8,0.9,13.0,23.4,46.9,9.5,0.0,1.0
2026-06-18 08:59:41,Vijayawada,141,80.2,127.2,33.4,8.6,1.19,25.4,31.3,54.4,5.2,0.0,1.6
2026-06-18 09:59:41,Vijayawada,131,76.4,120.1,31.8,13.7,1.21,25.3,30.2,54.8,6.9,0.0,1.6
2026-06-18 10:59:41,Vijayawada,147,88.8,139.9,33.6,13.1,1.33,38.9,33.0,44.6,7.4,0.0,1.6
2026-06-18 11:59:41,Vijayawada,96,55.0,91.3,30.4,12.0,1.07,33.8,33.0,37.4,7.0,0.0,1.0
2026-06-18 12:59:41,Vijayawada,93,61.3,82.8,29.8,11.4,0.99,27.2,33.1,40.6,9.2,0.0,1.0
2026-06-18 13:59:41,Vijayawada,106,72.5,82.3,25.3,12.7,1.05,33.8,30.5,41.8,10.1,0.0,1.0
2026-06-18 14:59:41,Vijayawada,113,69.4,99.4,22.0,15.0,0.89,32.1,31.0,44.7,9.0,0.0,1.0
2026-06-18 15:59:41,Vijayawada,120,71.6,114.5,23.3,10.6,0.85,23.5,26.4,51.6,4.5,0.0,1.0
2026-06-18 16:59:41,Vijayawada,90,52.7,90.9,28.9,13.7,0.76,24.5,28.9,52.4,8.2,0.0,1.0
2026-06-18 17:59:41,Vijayawada,140,90.5,123.6,35.3,8.9,1.19,22.2,26.5,53.2,9.8,0.0,1.6
2026-06-18 18:59:41,Vijayawada,137,79.3,123.4,34.6,14.9,1.25,25.6,26.1,60.3,7.1,0.0,1.6
2026-06-18 19:59:41,Vijayawada,126,78.8,115.6,32.2,11.6,1.18,11.2,18.6,75.6,5.3,0.0,1.6
2026-06-18 20:59:41,Vijayawada,145,91.8,133.0,32.9,15.4,1.21,20.4,22.3,72.5,5.9,0.0,1.6
2026-06-18 21:59:41,Vijayawada,101,62.1,98.9,26.2,14.3,1.06,16.0,21.1,77.3,5.7,0.0,1.0
2026-06-18 22:59:41,Vijayawada,109,69.0,103.2,30.9,9.0,0.87,8.4,17.7,82.1,10.4,0.0,1.0
2026-06-18 23:59:41,Vijayawada,100,67.8,77.6,26.1,11.0,1.06,12.5,17.3,73.8,5.1,0.0,1.0
2026-06-19 00:59:41,Vijayawada,123,71.5,110.5,23.5,11.2,0.75,10.5,16.0,91.3,10.0,0.0,1.0
2026-06-19 01:59:41,Vijayawada,105,65.0,93.0,28.7,8.8,0.73,13.5,20.9,86.2,9.1,0.0,1.0
2026-06-19 02:59:41,Vijayawada,130,85.6,123.2,25.2,9.0,0.74,9.6,16.6,71.8,8.4,0.0,1.0
2026-06-19 03:59:41,Vijayawada,116,64.9,115.6,26.8,12.4,0.91,7.6,17.9,74.7,5.3,0.0,1.0
2026-06-19 04:59:41,Vijayawada,110,68.5,88.6,30.4,15.2,0.87,9.3,21.2,72.7,8.1,0.0,1.0
2026-06-19 05:59:41,Vijayawada,135,76.9,123.4,24.7,11.6,0.78,16.6,21.9,61.6,9.8,0.0,1.0
2026-06-19 06:59:41,Vijayawada,108,70.9,110.2,22.4,11.1,0.93,21.1,26.0,62.1,7.6,0.0,1.0
2026-06-19 07:59:41,Vijayawada,121,78.1,111.3,25.4,12.6,0.86,28.1,30.9,50.8,11.3,0.0,1.0
2026-06-19 08:59:41,Vijayawada,123,70.0,111.0,32.3,12.3,1.27,26.0,28.1,44.9,4.3,0.0,1.6
2026-06-19 09:59:41,Vijayawada,149,99.1,132.0,39.4,8.5,1.26,30.7,31.9,35.9,6.3,0.0,1.6
2026-06-19 10:59:41,Vijayawada,118,78.7,103.7,38.1,14.4,1.08,27.2,32.7,38.1,5.9,0.0,1.6
2026-06-19 11:59:41,Vijayawada,98,59.9,84.0,28.1,14.6,0.97,34.7,32.3,46.7,8.3,0.0,1.0
2026-06-19 12:59:41,Vijayawada,122,84.0,100.7,29.5,12.0,0.9,30.6,31.8,33.3,4.3,0.0,1.0
2026-06-19 13:59:41,Vijayawada,119,74.4,103.0,26.3,11.2,0.95,27.8,32.6,45.3,7.4,0.0,1.0
2026-06-19 14:59:41,Vijayawada,114,80.7,100.2,25.0,12.0,0.95,26.2,32.0,42.6,10.2,0.0,1.0
2026-06-19 15:59:41,Vijayawada,118,71.1,91.8,25.1,12.0,0.81,27.2,30.2,42.8,7.6,0.0,1.0
2026-06-19 16:59:41,Vijayawada,125,71.6,112.0,25.3,9.0,0.86,20.8,27.2,53.0,11.1,0.0,1.0
2026-06-19 17:59:41,Vijayawada,116,74.2,108.4,41.1,11.4,1.06,21.5,26.6,52.9,5.9,0.0,1.6
2026-06-19 18:59:41,Vijayawada,150,89.9,133.6,33.0,10.1,1.2,15.2,23.2,51.0,6.7,0.0,1.6
2026-06-19 19:59:41,Vijayawada,124,74.2,95.9,40.4,14.8,1.2,14.0,23.5,57.8,6.0,0.0,1.6
2026-06-19 20:59:41,Vijayawada,166,95.2,131.2,35.1,15.6,1.22,10.3,20.3,65.6,5.3,0.0,1.6
2026-06-19 21:59:41,Vijayawada,104,67.0,104.9,30.6,15.2,1.03,20.1,20.9,71.1,11.7,0.0,1.0
2026-06-19 22:59:41,Vijayawada,99,58.3,89.8,27.7,8.6,0.85,4.3,18.1,73.6,8.9,0.0,1.0
2026-06-19 23:59:41,Vijayawada,125,72.8,114.8,24.9,14.1,1.0,3.2,15.8,85.3,6.7,0.0,1.0
2026-06-20 00:59:41,Vijayawada,127,79.4,124.1,25.2,15.7,0.9,2.2,14.9,87.5,7.4,0.0,1.0
2026-06-20 01:59:41,Vijayawada,120,75.0,101.2,28.1,10.7,0.8,2.6,18.7,79.6,8.5,0.0,1.0
2026-06-20 02:59:41,Vijayawada,106,56.9,102.7,27.9,14.8,0.93,13.6,21.2,71.8,7.6,0.0,1.0
2026-06-20 03:59:41,Vijayawada,119,75.1,98.8,28.5,12.4,0.94,9.5,19.8,72.9,11.2,0.0,1.0
2026-06-20 04:59:41,Vijayawada,107,75.7,104.9,21.3,12.5,0.91,15.8,20.2,72.9,10.5,0.0,1.0
2026-06-20 05:59:41,Vijayawada,105,62.9,101.1,24.2,15.9,0.88,14.3,23.5,71.6,9.3,0.0,1.0
2026-06-20 06:59:41,Vijayawada,112,64.6,91.9,27.8,8.0,1.05,15.6,24.1,62.9,11.3,0.0,1.0
2026-06-20 07:59:41,Vijayawada,102,57.1,85.3,20.7,13.8,0.92,28.3,28.0,54.2,8.8,0.0,1.0
2026-06-20 08:59:41,Vijayawada,162,98.1,139.1,40.8,8.5,1.17,29.0,26.9,41.2,2.5,0.0,1.6
2026-06-20 09:59:41,Vijayawada,128,80.9,115.1,38.1,8.6,1.18,31.2,33.7,56.2,8.0,0.0,1.6
2026-06-20 10:59:41,Vijayawada,162,95.0,138.7,31.7,9.8,1.19,38.0,33.0,47.5,5.8,0.0,1.6
2026-06-20 11:59:41,Vijayawada,100,61.3,99.2,26.1,11.1,1.09,39.2,33.7,35.6,11.7,0.0,1.0
2026-06-20 12:59:41,Vijayawada,83,55.0,73.1,25.9,14.4,0.94,26.2,32.3,34.4,8.3,0.0,1.0
2026-06-20 13:59:41,Vijayawada,119,75.3,109.9,23.7,9.1,0.98,30.0,28.4,40.5,11.5,0.0,1.0
2026-06-20 14:59:41,Vijayawada,99,54.8,86.7,31.7,14.2,0.9,27.2,31.8,41.7,6.2,0.0,1.0
2026-06-20 15:59:41,Vijayawada,104,63.6,94.3,29.1,8.4,0.91,16.8,27.0,50.3,9.5,0.0,1.0
2026-06-20 16:59:41,Vijayawada,93,67.9,84.3,28.0,10.8,0.83,21.6,28.2,54.0,5.5,0.0,1.0
2026-06-20 17:59:41,Vijayawada,143,84.3,129.9,35.3,8.7,1.38,19.3,27.4,60.6,3.6,0.0,1.6
2026-06-20 18:59:41,Vijayawada,164,93.2,141.9,34.4,12.1,1.18,18.9,20.6,62.2,7.4,0.0,1.6
2026-06-20 19:59:41,Vijayawada,127,69.0,115.1,33.1,11.6,1.25,19.0,22.0,61.2,4.6,0.0,1.6
2026-06-20 20:59:41,Vijayawada,148,91.3,143.7,32.5,15.7,1.21,8.1,20.9,69.1,12.0,0.0,1.6
2026-06-20 21:59:41,Vijayawada,122,77.0,108.3,23.3,13.6,0.91,11.0,20.7,70.8,11.7,0.0,1.0
2026-06-20 22:59:41,Vijayawada,115,72.8,101.9,23.5,12.9,0.9,17.6,19.6,75.6,7.2,0.0,1.0
2026-06-20 23:59:41,Vijayawada,139,77.5,123.1,27.1,12.2,0.87,10.5,17.2,81.6,5.9,0.0,1.0
2026-06-21 00:59:41,Vijayawada,135,82.5,136.0,28.1,10.5,1.03,8.3,17.5,81.0,7.3,0.0,1.0
2026-06-21 01:59:41,Vijayawada,106,66.3,88.7,25.3,10.8,0.86,10.1,14.1,76.3,10.6,0.0,1.0
2026-06-21 02:59:41,Vijayawada,125,81.1,112.8,27.4,9.0,0.78,13.6,17.6,83.4,11.0,0.0,1.0
2026-06-21 03:59:41,Vijayawada,105,60.5,100.7,31.1,12.1,1.0,6.5,18.6,75.1,8.6,0.0,1.0
2026-06-21 04:59:41,Vijayawada,120,75.3,98.3,29.5,15.3,0.97,20.1,20.0,72.6,8.4,0.0,1.0
2026-06-21 05:59:41,Vijayawada,105,64.3,94.0,26.4,8.3,0.81,17.9,22.7,60.3,10.2,0.0,1.0
2026-06-21 06:59:41,Vijayawada,114,70.0,109.7,25.4,10.3,0.94,27.8,25.3,63.5,7.1,0.0,1.0
2026-06-21 07:59:41,Vijayawada,105,55.0,100.7,30.2,8.4,0.81,26.4,26.7,53.1,8.0,0.0,1.0
2026-06-21 08:59:41,Vijayawada,141,82.3,121.0,34.3,14.7,1.11,30.8,31.6,49.5,5.3,0.0,1.6
2026-06-21 09:59:41,Vijayawada,154,83.3,133.1,38.6,12.8,1.16,30.1,32.1,48.4,6.0,0.0,1.6
2026-06-21 10:59:41,Vijayawada,121,76.5,101.2,34.3,11.1,1.42,31.8,33.4,50.7,8.2,0.0,1.6
2026-06-21 11:59:41,Vijayawada,135,80.5,120.0,25.7,8.4,0.68,30.2,32.9,43.4,8.1,0.0,1.0
2026-06-21 12:59:41,Vijayawada,97,54.9,85.7,27.0,8.1,0.87,27.4,32.0,33.0,7.8,0.0,1.0
2026-06-21 13:59:41,Vijayawada,103,60.8,85.6,27.8,10.8,1.01,32.4,33.2,47.4,4.2,0.06,1.0
2026-06-21 14:59:41,Vijayawada,89,57.6,78.6,29.3,10.5,1.05,32.7,34.8,42.4,6.6,0.0,1.0
2026-06-21 15:59:41,Vijayawada,95,46.0,78.4,26.1,11.4,0.89,29.1,30.9,53.9,9.8,0.0,1.0
2026-06-21 16:59:41,Vijayawada,116,75.5,90.5,27.6,15.0,0.98,23.0,28.7,46.7,8.3,0.0,1.0
2026-06-21 17:59:41,Vijayawada,114,65.2,124.0,32.7,8.3,1.22,19.8,27.6,49.1,5.8,0.0,1.6
2026-06-21 18:59:41,Vijayawada,144,95.6,123.6,31.4,14.3,1.09,28.4,26.9,55.7,7.5,0.0,1.6
2026-06-21 19:59:41,Vijayawada,129,68.2,125.5,39.0,13.5,1.28,12.0,22.6,66.6,6.1,0.0,1.6
2026-06-21 20:59:41,Vijayawada,126,73.4,113.8,33.7,13.1,1.14,12.2,20.4,64.5,5.2,0.0,1.6
2026-06-21 21:59:41,Vijayawada,132,88.7,115.1,26.9,8.2,0.79,9.9,16.8,70.1,9.9,0.0,1.0
2026-06-21 22:59:41,Vijayawada,94,54.6,70.2,25.9,15.2,0.97,8.3,18.1,75.1,7.8,0.0,1.0
2026-06-21 23:59:41,Vijayawada,117,72.8,89.0,27.5,12.3,0.78,13.6,19.0,81.2,7.8,0.0,1.0
2026-06-22 00:59:41,Vijayawada,92,50.9,83.3,28.5,10.8,0.79,10.1,17.8,71.0,6.9,0.0,1.0
2026-06-22 01:59:41,Vijayawada,120,76.5,123.7,30.4,9.6,0.85,12.7,20.4,74.7,2.9,0.0,1.0
2026-06-22 02:59:41,Vijayawada,116,67.8,106.6,25.0,15.0,0.99,17.1,22.0,69.8,8.5,0.0,1.0
2026-06-22 03:59:41,Vijayawada,88,48.6,84.3,24.8,11.1,0.69,24.0,19.3,79.8,7.9,0.0,1.0
2026-06-22 04:59:41,Vijayawada,114,70.5,114.5,30.5,15.1,0.88,18.8,22.6,71.1,7.9,0.0,1.0
2026-06-22 05:59:41,Vijayawada,139,82.2,132.7,30.3,9.1,0.8,4.8,18.5,68.5,8.4,0.0,1.0
2026-06-22 06:59:41,Vijayawada,115,71.6,109.2,28.3,14.2,0.84,23.3,24.1,64.3,9.9,0.0,1.0
2026-06-22 07:59:41,Vijayawada,95,56.9,72.4,22.1,8.5,0.82,23.5,28.1,56.6,10.1,0.0,1.0
2026-06-22 08:59:41,Vijayawada,128,75.9,115.9,33.7,10.4,1.13,18.7,26.2,51.1,5.6,0.0,1.6
2026-06-22 09:59:41,Vijayawada,117,69.5,105.9,34.3,12.8,1.34,21.1,29.2,50.0,5.2,0.0,1.6
2026-06-22 10:59:41,Vijayawada,154,86.9,144.9,36.7,14.4,1.26,27.8,27.4,43.6,9.2,0.0,1.6
2026-06-22 11:59:41,Vijayawada,84,50.3,78.3,24.2,8.4,0.82,42.3,36.9,42.6,7.0,0.0,1.0
2026-06-22 12:59:41,Vijayawada,113,63.5,110.7,26.2,10.2,0.82,30.1,33.0,40.0,7.3,0.0,1.0
2026-06-22 13:59:41,Vijayawada,106,67.4,94.9,32.9,11.1,1.04,37.3,34.0,42.0,8.4,0.0,1.0
2026-06-22 14:59:41,Vijayawada,113,68.8,99.4,25.7,10.9,0.91,32.6,33.4,48.9,8.2,0.0,1.0
2026-06-22 15:59:41,Vijayawada,94,49.3,94.5,26.0,14.8,0.96,25.3,31.6,38.6,3.4,0.0,1.0
2026-06-22 16:59:41,Vijayawada,92,51.5,79.5,30.8,10.5,0.98,23.6,30.6,49.6,9.3,0.0,1.0
2026-06-22 17:59:41,Vijayawada,125,67.9,98.5,34.6,14.7,1.18,22.8,29.5,50.3,6.9,0.0,1.6
2026-06-22 18:59:41,Vijayawada,146,90.3,131.1,40.3,10.5,1.22,17.1,21.2,59.0,10.4,0.0,1.6
2026-06-22 19:59:41,Vijayawada,136,82.6,130.2,32.0,12.1,1.08,12.6,24.0,67.4,5.6,0.0,1.6
2026-06-22 20:59:41,Vijayawada,143,74.4,121.2,33.0,9.8,1.18,14.0,21.2,70.3,5.9,0.0,1.6
2026-06-22 21:59:41,Vijayawada,114,68.7,101.0,25.0,9.8,0.86,6.5,16.9,73.3,11.3,0.0,1.0
2026-06-22 22:59:41,Vijayawada,116,63.1,117.0,23.5,10.8,0.98,11.6,20.0,80.1,5.8,0.0,1.0
2026-06-22 23:59:41,Vijayawada,114,67.6,102.9,28.8,9.9,1.1,9.5,18.0,84.3,7.8,0.0,1.0
2026-06-23 00:59:41,Vijayawada,131,75.8,117.2,26.4,9.7,0.78,5.9,16.7,78.2,7.6,0.0,1.0
2026-06-23 01:59:41,Vijayawada,98,59.6,89.5,27.1,9.5,0.94,9.8,18.2,71.3,8.9,0.0,1.0
2026-06-23 02:59:41,Vijayawada,103,68.8,102.1,27.7,14.2,0.78,6.9,17.1,79.8,11.6,0.0,1.0
2026-06-23 03:59:41,Vijayawada,115,72.6,102.3,24.4,8.2,1.11,10.5,19.3,67.9,9.2,0.0,1.0
2026-06-23 04:59:41,Vijayawada,88,44.8,81.2,27.5,15.6,0.71,17.2,20.5,66.8,9.5,0.0,1.0
2026-06-23 05:59:41,Vijayawada,128,73.2,110.4,22.4,8.3,0.9,13.7,21.9,69.1,4.1,0.0,1.0
